data_coleta;ticker;descricao;patrimonio;p_vp;dy;dy_5anos;liquidez;tipo;segmento
2026-05-08;CXRI11;Caixa Rio Bravo;136,68 M;0,75;11,14;9,54;157,08 K;Fundo de Fundos;Híbrido
2026-05-08;EQIN11;Nch Eqi High Yield Recebíveis Imobiliários;135,10 M;1,0;;25,77;365,15 K;Fundo de Papel;Outros
2026-05-08;BRIX11;Brix;133,78 M;1,49;;;195,80 K;Fundo Misto;Outros
2026-05-08;INRD11;Inter Residence;133,66 M;0,65;10,18;8,71;322,46 K;Fundo de Desenvolvimento;Residencial
2026-05-08;GCRI11;Galapagos Recebíveis Imobiliários;131,09 M;0,76;14,77;14,26;300,97 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-05-08;NEXG11;Nex Crédito Fiagro Imobiliário;123,77 M;1,3;8,67;9,17;124,12 K;Fundo de Papel;Fiagros
2026-05-08;SNFZ11;Suno Fazendas Fiagro – Imobiliário;119,35 M;0,99;11,61;6,11;399,65 K;Outro;Fiagros
2026-05-08;RELG11;Rec Logística;115,60 M;0,84;12,73;8,23;299,68 K;Fundo Misto;Logístico / Indústria / Galpões
2026-05-08;RSPD11;Rb Capital Desenvolvimento Residencial Iii;113,79 M;1,05;11,89;4,29;254,03 K;Fundo de Desenvolvimento;Outros
2026-05-08;ALZM11;Alianza Multiestratégia;113,20 M;0,86;;9,55;205,61 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-05-08;NUIF11;Nu Fi-Infra;109,67 M;0,93;15,33;9,26;179,53 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-05-08;DVLP11;Speciale Real Estate Development;106,47 M;1,02;;;213,40 K;Fundo de Tijolo;Híbrido
2026-05-08;SMRE11;Smart Real Estate;105,48 M;0,61;19,18;12,08;141,60 K;Outro;Outros
2026-05-08;BIPD11;Brio Real Estate Iv Fii;105,12 M;1,04;6,98;4,82;155,08 K;Fundo Misto;Híbrido
2026-05-08;MAXR11;Max Retail;105,02 M;0,63;6,95;11,61;243,35 K;Fundo de Tijolo;Outros
2026-05-08;IAAG11;Inter Amerra - Fiagro;101,69 M;0,9;16,12;11,59;233,07 K;Outro;Fiagros
2026-05-08;SUIN11;Sulamérica Infra Cdi Fi Fif Infra Renda Fixa;98,94 M;0,87;6,96;2,33;110,97 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-05-08;SPTW11;Sp Downtown Fundos;97,45 M;0,73;13,67;15,0;110,45 K;Fundo de Tijolo;Lajes Corporativas
2026-05-08;DVFF11;Devant Fof Imobiliários;95,56 M;0,66;13,68;10,21;129,04 K;Fundo de Fundos;Híbrido
2026-05-08;TMPS11;Itaú Tempus;93,71 M;0,8;13,23;9,37;246,61 K;Outro;Títulos e Valores Mobiliários
2026-05-08;OIAG11;Ourinvest Innovation;88,50 M;0,94;14,97;13,74;142,10 K;Outro;Fiagros
2026-05-08;ICNE11;Ícone Fii;84,72 M;1,37;14,08;22,51;1,00 M;Fundo de Desenvolvimento;Outros
2026-05-08;RECM11;Rec Multiestratégia;81,09 M;0,78;19,34;13,47;376,94 K;Fundo de Papel;Híbrido
2026-05-08;RBIF11;Rio Bravo Esg;77,98 M;0,86;15,79;9,8;255,17 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-05-08;LKDV11;Development V1;73,49 M;0,91;;;257,33 K;Fundo de Papel;Híbrido
2026-05-08;SPGM11;Spgm;73,29 M;0,8;;;4,38 M;Fundo de Tijolo;Híbrido
2026-05-08;ITIT11;Inter Teve Indice De Tijolo;72,16 M;0,96;9,6;9,2;170,52 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-05-08;SNID11;Suno Infra Debêntures Infra Renda Fixa Cp;71,67 M;1,12;13,42;11,98;198,08 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-05-08;SNME11;Suno Multiestratégia;70,44 M;1,0;15,22;9,69;143,95 K;Fundo Misto;Híbrido
2026-05-08;CPFF11;Capitânia Reit Fof;67,46 M;1,12;;8,51;4,78 M;Fundo de Fundos;Híbrido
2026-05-08;CCVA11;Canuma Capital Renda Varejo;64,14 M;0,87;1,5;1,5;175,12 K;Outro;Hospitalar
2026-05-08;AERO11;Hco Opps Aero I;61,31 M;1,02;;;940,42 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-05-08;HRES11;Fii Hire Residencial I;56,70 M;0,98;28,22;12,44;169,53 K;Fundo de Desenvolvimento;Híbrido
2026-05-08;RFOF11;Rb Capital I Fundo De Fundos;55,27 M;0,83;13,01;11,58;633,03 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-05-08;VANG11;Vang Infra;50,50 M;0,98;12,08;8,48;886,01 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-05-08;EMET11;Emet Multiestratégia Fii;49,68 M;0,93;12,8;5,8;700,12 K;Fundo Misto;Híbrido
2026-05-08;OGIN11;Órama Fic Fi-Infra;44,77 M;0,79;13,11;8,97;107,99 K;Fundo de Papel;Fundo de Infraestrutura (FI-Infra)
2026-05-08;ASRF11;Asa Retrofits I Fundo De Investimento Imobiliário;38,34 M;1,14;;;194,24 K;Fundo de Desenvolvimento;Híbrido
2026-05-08;PNPR11;Panorama Properties;36,70 M;1,13;;1,16;1,67 M;Fundo de Desenvolvimento;Híbrido
2026-05-08;EIRA11;Aroeira;35,98 M;1,01;1,11;1,11;185,28 K;Fundo de Papel;Híbrido
2026-05-08;PRIF11;Pátria Crédito Infra;35,42 M;0,98;12,48;10,36;473,79 K;Fundo Misto;Fundo de Infraestrutura (FI-Infra)
2026-05-08;ERCR11;Estoque Residencial E Comercial Rj;35,38 M;0,37;;5,97;1,51 M;Fundo de Tijolo;Híbrido
2026-05-08;BMLT11;Permuta Financeira Lote5;32,02 M;0,99;;;147,82 K;Fundo de Tijolo;Híbrido
2026-05-08;EDGE11;Edge Fundo De Investimento Imobiliário;14,01 M;0,87;7,39;7,39;259,49 K;Fundo de Papel;Títulos e Valores Mobiliários
